Id,Label,Text
647,negative,"Semua rakyat Indonesia (khusus tenaga harian) terdampak covid-19

Corona telah merugikan (kaya, menengah dan miskin), kerja sama satu-satunya PILIHAN ...

Kenapa OJOL merasa paling terdampak, bantuan pemerintah adalah hak-hak rakyat lain yg dialihkan !

https://m.detik.com/oto/berita/d-4972972/psbb-diberlakukan-di-jakarta-ojol-ajukan-tritura?utm_source=notifikasi&utm_campaign=browser&utm_medium=mobileÂ â€¦"
648,negative,"semua negara memang agak kwalahan menghadapi covid 19 ini. tapi yang nantangin dan membuat candaan hanya di Indonesia. dan itu dilakukan oleh aparat pemerintah. 
https://www.gelora.co/2020/03/luhut-akui-pemerintah-lamban-tangani.html?m=1Â â€¦"
649,negative,"Sangat simpel namun pemerintah harus menurunkan ambisi monumentalnya, seperi INFRASTRUKTUR dan PINDAH IBUKOTA. dan biyanya untuk KOMPENSASI SEGALA DAMPAK LOCKDOWN terhadap rakyat. Itu yg belum terdengar APBN?"
650,negative,"Semua itu krn pemerintah pusat tdk mau transparan dlm menangani covid 19,dg alasan dpt mengganggu ekonomi.Pdhl tanpa ada virus covid 19,ekonomi jg sdh melambat.Disinilah peran negara tdk dirasakan hadir dlm melindungi segenap rakyat Indonesia.(melanggar UU).Kpn DPR Impeach RI 1?"
651,negative,"Semoga Tidak Terjadi Masalah. 

Andakan nanti kebikan tidak melakukan lockdown, tiba2 akan mendatangkan dampak sangat buruk, siapa yang bertanggung jawab dunia dan akhirat? https://twitter.com/idtodayco/status/1241510762822041601Â â€¦"
652,negative,"Semoga saya salah. Tapi akan ada 100 ribu kematian akibat Covid-19 di Indonesia, apalagi jika pemerintah tak bertindak cepat. Apa mau dikata, they're clueless."
653,negative,"Semoga perjuangan pemerintah DKI dan Pusat berbuah manis. Karena fakta Indonesia ini udah telat dan lelet menghadapi Covid-19. Mau gk mau, suka gk suka, Indonesia bakal #lockdown juga

#coronavirus #SiapaSusulWardahhttps://twitter.com/elisa_jkt/status/1240239358822584321Â â€¦"
654,negative,"Semoga pemerintah indonesia lebih serius dalam menangani covid-19, kemanusiaan lebih penting daripada ekonomi, dan ekonomi bisa di bangun kembali tapi kalo kemanusiaan gak bisa dibangun

#RezimCuciTangan #NyawaTidakBisaBalik #NegaraSantuyRakyatAmbyar"
655,negative,"Semoga pemerintah Indonesia cepat mengambil tindakan untuk mengatasi dan pemulihan Covid-19 
Kalau tidak mulai bertindak dari sekarang, kapan saya bisa pulang pak.. pfft"
656,negative,Semoga masyarakat Indonesia tidak di April Mop sama keputusan pemerintah dalam menangani kasus covid-19 ini....
657,negative,"Semoga ketika vaksin ini sudah sampai di Indonesia penyebarannya tidak terbentur birokrasi & omong kosong normatif dari pemerintah.

China Berhasil Ciptakan Vaksin COVID-19, Siap Diproduksi Massal https://www.viva.co.id/berita/dunia/1206144-china-berhasil-ciptakan-vaksin-covid-19-siap-diproduksi-massalÂ â€¦"
658,negative,"Semoga ini bukan menjadi Inang dr Covid 19 di Indonesia.

Kengototan @DPR_RI & Pemerintah menjijikan.
 https://m.cnnindonesia.com/nasional/20200407192856-32-491373/dpr-dan-pemerintah-bahas-omnibus-law-pekan-depan?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦"
659,negative,"Semoga ini bukan menjadi Inang dr Covid 19 di Indonesia.

Kengototan @DPR_RI & Pemerintah menjijikan.
 https://m.cnnindonesia.com/nasional/20200407192856-32-491373/dpr-dan-pemerintah-bahas-omnibus-law-pekan-depan?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦"
660,negative,Sementara itu di Merauke menunjukkan progres yg membahagiakan.... pdp..dan pasen positif berangsur2 berkurang !!   (Dampak lock down k? ) pic.twitter.com/t8aZDMl6zB
661,negative,"Sembilan lagi kes kematian berlaku di Indonesia akibat virus COVID-19 dalam tempoh 24 jam.

Menurut Jurucakap Pemerintah Indonesia berkaitan COVID-19, Achmad Yurianto, jumlah kematian akibat virus itu kini meningkat kepada 87 kes."
662,negative,"Semakin mengulur waktu, semakin besar dampak yg dirasakan. Lockdown sebulan, apa iya segitu mustahil nya?"
663,negative,"Seluruh negara sedang diuji fasilitas kesehatannya akibat COVID-19.
Lets see sejauh apa pemerintah indonesia mampu menunjukan kapasitas dan kapabilitasnya handle kasus ini "
664,negative,"Selamat buat anda yg berkoar2 mempertanyakan covid-19 kok ga masuk di indonesia. Skg sudah mewabah, eskalasi dengan cepat, ""doa"" kalian terjawab, seneng kan? Hehe. Selamat juga buat pemerintah yg gagap dalam pencegahan penyebaran infeksi virus skg pst pusing urusin pandemic ini"
665,negative,"Selama jubir yg ditunjuk utk menjelaskan masih ngabalin dan fajroel, selama itu pula dunia tidak akan melihat upaya pemerintah Indonesia menangani Covid-19 sbg upaya yg serius."
666,negative,"Saya tidak tahu apakah masih bisa percaya pada Pemerintah, Kemenkes, dan lembaga lain terkait penanganan Covid-19 di Indonesia.

Besar harapan saya anggota DPR bisa menekan Eksekutif untuk menambah tes perhari, suplai APD, dan terpenting: tidak memunggungi sains. Salam "
667,negative,"Selalu ada dampak positif & negatif lah bro. Mana ada keputusan yg enak doang.
Lockdown di awal sangat efektif utk cegah penyebaran yg masif, pemerintah bisa fokus tracking & nyembuhin yg positif dulu. Klo gak lockdown, sembuh 2 seminggu, nambah 100. Jumlah meninggal pasti naik"
668,negative,"Selain social distancing irl, at some points, keknya perlu juga social media distancing kali yak. Capek dan gedek banget asli liat berita update kelakuan absurd pemerintah Indonesia yg adaaaaa aja di tengah pandemi Covid-19 ini. "
669,negative,"selain covid-19, beberapa wilayah di Indonesia juga sdg kena demam berdarah.. ini jangan dilupakan juga, wahai pemerintah!"
670,negative,"sekolah dokter tapi seenaknya mendiagnosa
pemerintah juga salah tidak ada edukasi tentang protokol
kalau demam dicap COVID-19?
mencegah boleh tapi coba percaya dulu dengan penjelasan keluarga karena keluarga orang terdekat
gue Pecinta Kopi Indonesia berdua untuk ayahmu @me666awhttps://twitter.com/me666aw/status/1245899591527976960Â â€¦"
671,negative,"Sekarang baru kerasa kan sifat santainya orang indonesia menyikapi covid-19,ni virus dari bulan januari udh naek dari situ harusnya pemerintah mikir siaga persiapan infrasturktur kesehatannya diperkuat supaya siap, tapikan budaya gimana nantinya kuat kalau udah ginikan rugi semua"
672,negative,"Sekarang baru kerasa kan sifat santainya orang indonesia menyikapi covid-19,ni virus dari bulan januari udh naek dari situ harusnya pemerintah mikir siaga persiapan infrasturktur kesehatannya diperkuat supaya siap, tapikan budaya gimana nantinya kuat kalau udah ginikan rugi semua"
673,negative,"Sekarang amerika jadi pemilik kasus terbanyak virus covid-19. Kabarnya mereka ngasih test kit gratis, kalo pemerintah indonesia juga ngasih test kit gratis gua yakin kasus di indonesia juga membludak. Berapa puluh ribu ya kira kira"
674,negative,"Sekali-kali pemerintah +62 kasih THR untuk rakyat indonesia.
Jangan di peres aja seperti sapi perahan.
Momen yang bagus memberi saat rakyat INDONESIA #dirumahsaja untuk memutus mata rantai penyebaran virus covid-19.

#barangkalididengar"
675,negative,"Sekali lagi pak yuri selaku jubir blunder dgn perkataannya sendiri, mungkin beliau capek dan lelah harus keliling se indonesia dan update terus perkembangan covid 19. Sekali lagi diperbaiki pak cara komunikasinya pak, karena bapak mewakili pemerintah pak "
676,negative,"Sejarah itu gak akan hilang... Walaupun kebanyakan orang indonesia itu pelupa.

Awalnya pemerintah menganggap enteng COVID-19, lalu menganggap musuh siapapun yg memberi peringatan atas bahaya virus ini."
677,negative,"Sejak wabah ini muncul,sikap pemerintah sudah bikin geleng kepala.Tak mau mengambil opsiÂ lockdown,tak ingin gunakan istilah karantina wilayah,tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara#KhilafahBukanAncaman#BebaskanBungAli
#RezimAntiKritikpic.twitter.com/0U5pIGw0AD"
678,negative,"Sejak wabah ini muncul, skp pemerintah sdh bikn geleng kepala. Tak mau mengambil opsiÃ‚Â lockdown,Ã‚Â tak ingin gunakan istilah karantina wilayah, tp memakai PSBB utk mengurangi dampak ekonomi negara.
</br>>>#KhilafahBukanAncaman<<
#BebaskanBungAli
#RezimAntiKritikpic.twitter.com/nITBd6LObn"
679,negative,"Sejak wabah ini muncul, sikap pemerintah sudah bikin geleng kepala.Tak mau mengambil opsiÂ lockdown,tak ingin karantina wilayah,tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara.
#KhilafahBukanAncaman
#BebaskanBungAli
#RezimAntiKritik"
680,negative,"Sejak wabah ini muncul, sikap pemerintah sudah bikin geleng kepala. Tak mau mengambil opsiÃ‚Â lockdown,Ã‚Â tak ingin gunakan istilah karantina wilayah, tapi memakai PSBB untuk mengurangi dampak ekonomi negara.
>>#KhilafahBukanAncaman<<
#BebaskanBungAli
#RezimAntiKritikpic.twitter.com/SQ49qoKttv"
681,negative,"Sejak wabah ini muncul, sikap pemerintah sudah bikin geleng kepala. Tak mau mengambil opsiÃ‚Â lockdown,Ã‚Â tak ingin gunakan istilah karantina wilayah, tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara.
>>#KhilafahBukanAncaman<<
#BebaskanBungAli"
682,negative,Ya inilah mungkin efek ketidaksiapan pemerintah dari awal untuk mencegah virus COVID-19 masuk ke Indonesia. Apalagi dalam penanganan masih amburadul didaerah2. Semoga semuanya berakhir dan kembali seperti semula 
683,negative,"Ya harus siap lah kur.. cara paling efektif walau dampak ekonominya gde..
Lockdown is in effect di semua negara yang suspect coronanya tinggi.."
684,negative,"Ya emang harus ada yg dikorbankan gak sih? Italy lockdown juga pasti govt-nya udah mikir dampak multidimensinya tmsk ekonomi.

Apapun pertimbangannya, kalaupun benar merely krn takut ekonomi knp2, otak gue beneran ga bs proses bahwa uang prevails over nyawa manusia. Sad."
685,positive,makin cepat penyebaran# Covid 19 di Indonesia mari kita ikuti saran pemerintah utk memutus jaringan #Covid19
686,positive,"Makanya, jngn terpancing dngn isu2 negatif tentang penanganan covid 19 oleh pemerintah. Mereka memiliki agenda tersendiri disaat ini. Marilah kita bersatu dan memberitakan hal positif utk indonesia yg lbh baik."
687,negative,"Sejak virus Corona muncul negara lain udah lockdown, pemerintah indo malah blunder sejak awal. Contohnya memutuskan utk memberi diskon harga tiket pesawat hingga 50%, serta membebaskan pajak hotel dan restoran utk melawan dampak ekonomi dari wabah virus corona. Auww ahh gelap."
688,negative,"Seharusnya Indonesia bisa mencontoh cara menghindari penularan virus dr negara lain, bila diperlukan lockdown ya lakukan. Bila ada kepentingan pemerintah terkait dampak ekonomis, yakin deh, mau lockdown ataupun engga, seluruh dunia akan kena dampak ekonomisnya. https://twitter.com/kompascom/status/1238084208242769921Â â€¦"
689,negative,"Sedih yang pemerintah kita, dan emang untuk test covid-19, biaya yang dibutuhkan juga tdk murah, dan lumrah kalau pelayanan (apapun itu) di Indonesia emang lambat, bukan salahkan pelayan medisnya, tapi lambannya pelayanan publiknya."
690,negative,sebenarnya isi thread ini sudah umum diketahui rakyat indonesia. upaya pemerintah jokowi menutupi jumlah korban demi pencitraan & kesan hebat pemerintah melawan covid-19 justru menjadi blunder. rakyat menganggap remeh covid-19 dan tak sadar mereka menjadi carrier.
691,negative,"Sedih banget rasanya, pemerintah menghimbau jangan pulang kampung untuk memutus covid 19 tapi imigran dari luar negri masih bebas aja masuk ke indonesia"
692,negative,Secara tidak langsung Presiden Telah di Ajari Oleh Bawahannya yaitu Gubernur . Dalam menangani Semua masalah yang bersifat Darurat seperti Covid-19 . Ketidak siapan Pemerintah Pusat menangani ini menjadi citra buruk dalam sejarah kepemimpinan di Indonesia.
693,negative,"Takut dampak isu.

Tar tau2 BOOM! Mewabah se-indonesia, kota2 lockdown."
694,negative,"Secara logika covid-19 masuk indonesia bersamaan dengan orang yg plg dr perjalanan dinas maupun kerja LN, andai dulu pemerintah tidak meremehkan dan segera bertindak membuat prosedur ketat masuk keluarnya orang di bandara"
695,negative,"Sebnrnya lockdown gak lockdown, dampak ekonomi skala besar tidak akan terhindarkan. Kl basis ekonomi gak kuat, pasti lumpuh. 
Kebijakan ekonomi Indonesia jg bikin bingung sih. FDI boleh diblg pasti tertunda atau terhentikan."
696,positive,"Kita tahu Dampak dari pandemi Covid_19 ini sangat memukul Indonesia.
Baik ekonomi, sosial maupun pembangunan.Pemerintah berusaha ekstra keras dalam menangani pandemi ini. Dalam hal ini pemerintah sampai mengeluarkan 405,1 T Di beberapa sektor.

@narkosun
@na_dirs
@bhre_wengker84pic.twitter.com/VAhilAILlW"
697,positive,"kita sebagai warga negara Indonesia harus membantu pemerintah utk tetap kondusif dan taat kepada informasi yg sudah di kasih. Dan mohon mengerti lah ini covid-19 bukan Main Main atau becandaan wahai kalian para netizen. Maju terus pak God bless Indonesia
https://youtu.be/yX1rIKgdnNkÂ pic.twitter.com/c9sVQlikVl"
698,positive,"Kita sangat yakin bangsa Indonesia bisa melewati tantangan berat melawan Covid-19.
jika seluruh warga patuh terhadap kebijakan yang diterapkan pemerintah, seperti sosial distancing dan physical distanncing, stay at home. Mari kita terus bersama sama menangani pandemi ini pic.twitter.com/t1EKzpLFTU"
699,positive,"Kita rakyat harus ikuti aturan yg sudah di tetapkan pemerintah pusat dan daerah bila kalian tdk melakuan itu dan v.covid-19 makin meluas maka lockdown diberlakuan dg SOP WHO 12bulan s/d 36 bulan. 
Jangan sampai indonesia atau DKI lockdown gara2 kebodohan kalian. 
#InaSOSCoronapic.twitter.com/OOkgVtSF9v"
700,positive,"Kita harus bisa melihat dampak dari lockdown, kalo se-indonesia di lockdown apa kabar kantong. Lockdown hanya untuk beberapa wilayah yg memang sudah memasuki zona merah,  Mangkan nya ikutin kata kata pemerintah. #lockdown #IndonesiaMelawanCovid19
#KarantinaWilayah"
